institution_name,province,campus_accreditation,acc_score,cost_per_year,cluster_lokasi_lvl1,cluster_institusi_lvl2
SEKOLAH TINGGI BISNIS RUNATA,BALI,BAIK,1.0,4900000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PADANG LAWAS,SUMATERA UTARA,BAIK,1.0,4800000.0,,
UNIVERSITAS MA'ARIF NAHDLATUL ULAMA KEBUMEN,JAWA TENGAH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI KERTANEGARA,JAWA TIMUR,BAIK,1.0,4800000.0,1.0,1.0
STMIK SURYA INTAN,LAMPUNG,BAIK,1.0,4800000.0,,
STMIK MERCUSUAR,JAWA BARAT,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN BISNIS BINA SRIWIJAYA PALEMBANG,SUMATERA SELATAN,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN MUHAMMADIYAH MUNA BARAT,SULAWESI TENGGARA,BAIK,1.0,4800000.0,,
STMIK INDONESIA BANDA ACEH,ACEH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI AL-MADANI,LAMPUNG,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH POLEWALI MANDAR,SULAWESI BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS KRISTEN TENTENA,SULAWESI TENGAH,BAIK,1.0,4800000.0,,
UNIVERSITAS SULTAN FATAH,JAWA TENGAH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA MEULABOH,ACEH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI PUTRA TIMOR,NUSA TENGGARA TIMUR,BAIK,1.0,4800000.0,,
AMIK TRI DHARMA PALU,SULAWESI TENGAH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI YASMI,JAWA BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI TEKNOLOGI NUSANTARA INDONESIA,SULAWESI SELATAN,BAIK,1.0,4800000.0,,
AMIK BUMI NUSANTARA,JAWA BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI YAPI BONE,SULAWESI SELATAN,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI TEKNOLOGI TEXMACO,JAWA BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS ISLAM LABUHAN BATU,SUMATERA UTARA,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN BISNIS BANTEN,BANTEN,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA JAMBI,JAMBI,BAIK,1.0,4800000.0,,
UNIVERSITAS MATHLA UL ANWAR,BANTEN,BAIK SEKALI,3.0,4800000.0,,
STISIP SAMUDERA INDONESIA SELATAN,JAWA BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS KARYA PERSADA MUNA,SULAWESI TENGGARA,BAIK,1.0,4800000.0,,
UNIVERSITAS NAHDLATUL ULAMA SUMATERA BARAT,SUMATERA BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS SIPATOKKONG MAMBO,SULAWESI SELATAN,BAIK,1.0,4800000.0,,
STMIK PGRI TANGERANG,BANTEN,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,ACEH,BAIK,1.0,4800000.0,,
UNIVERSITAS PERWIRA PURBALINGGA,JAWA TENGAH,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,BAIK,1.0,4800000.0,,
STIE YA BANGKO,JAMBI,BAIK,1.0,4800000.0,,
STISIP BINA GENERASI POLEWALI,SULAWESI BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI ANINDYAGUNA,JAWA TENGAH,BAIK,1.0,4800000.0,,
UNIVERSITAS SAINTEK MUHAMMADIYAH,DKI JAKARTA,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SURYA KASIH,NUSA TENGGARA TIMUR,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI BAHASA ASING PONTIANAK,KALIMANTAN BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI SWASTA MANDIRI,JAWA TENGAH,BAIK,1.0,4800000.0,,
UNIVERSITAS GUNUNG RINJANI,NUSA TENGGARA BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI DHARMA NASIONAL JEMBER,JAWA TIMUR,BAIK,1.0,4800000.0,1.0,1.0
UNIVERSITAS INDONESIA MANDIRI,LAMPUNG,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI NASIONAL,NUSA TENGGARA BARAT,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI BAYUANGGA,JAWA TIMUR,BAIK,1.0,4800000.0,1.0,1.0
SEKOLAH TINGGI ILMU HUKUM ZAINUL HASAN,JAWA TIMUR,BAIK,1.0,4800000.0,1.0,1.0
AMIK DEPATI PARBO KERINCI,JAMBI,BAIK,1.0,4800000.0,,
STKIP USMAN SAFRI KUTACANE,ACEH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ABDUL MUJIB LAEWANG DAMPAL SELATAN,SULAWESI TENGAH,BAIK,1.0,4800000.0,,
STMIK TIDORE MANDIRI,MALUKU UTARA,BAIK,1.0,4800000.0,,
STKIP SINAR CENDEKIA,BANTEN,BAIK,1.0,4800000.0,,
STMIK SYAIKH ZAINUDDIN NAHDLATUL WATHAN,NUSA TENGGARA BARAT,BAIK,1.0,4800000.0,,
STKIP BABUNNAJAH PANDEGLANG,BANTEN,BAIK,1.0,4800000.0,,
INSTITUT TEKNOLOGI DAN BISNIS VISI NUSANTARA BOGOR,JAWA BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS NAHDLATUL ULAMA SUMATERA UTARA,SUMATERA UTARA,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU MANAJEMEN PUBLIK MAKASSAR,SULAWESI SELATAN,TIDAK TERAKREDITASI,0.0,4800000.0,,
UNIVERSITAS DARUNNAJAH,DKI JAKARTA,BAIK,1.0,4800000.0,,
STKIP NAHDLATUL ULAMA KABUPATEN TEGAL,JAWA TENGAH,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI TEKNOLOGI POMOSDA,JAWA TIMUR,BAIK,1.0,4800000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI NUSANTARA MAKASSAR,SULAWESI SELATAN,BAIK,1.0,4800000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA DARMA KOTAMOBAGU,SULAWESI UTARA,BAIK,1.0,4800000.0,,
STMIK CITRA MANDIRI PADANGSIDIMPUAN,SUMATERA UTARA,BAIK,1.0,4800000.0,,
UNIVERSITAS WALLACEA,SULAWESI BARAT,BAIK,1.0,4800000.0,,
UNIVERSITAS UTPADAKA SWASTIKA,BANTEN,BAIK,1.0,4790000.0,,
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH GROBOGAN,JAWA TENGAH,BAIK,1.0,4750000.0,,
SEKOLAH TINGGI ILMU EKONOMI AMM,NUSA TENGGARA BARAT,BAIK,1.0,4700000.0,,
SEKOLAH TINGGI ILMU EKONOMI TRIANANDRA,DKI JAKARTA,BAIK,1.0,4700000.0,,
SEKOLAH TINGGI ILMU HUKUM CENDANA WANGI,NUSA TENGGARA TIMUR,BAIK,1.0,4700000.0,,
STMIK INDONESIA BANJARMASIN,KALIMANTAN SELATAN,BAIK,1.0,4668000.0,,
UNIVERSITAS IQRA BURU,MALUKU,BAIK,1.0,4650000.0,,
SEKOLAH TINGGI ILMU EKONOMI INDOCAKTI,JAWA TIMUR,BAIK,1.0,4650000.0,1.0,1.0
STIE WIDYASWARA INDONESIA,SUMATERA BARAT,BAIK,1.0,4600000.0,,
UNIVERSITAS MUHAMMADIYAH PARE-PARE,SULAWESI SELATAN,BAIK SEKALI,3.0,4600000.0,,
SEKOLAH TINGGI ILMU EKONOMI SBI,D.I. YOGYAKARTA,B,2.0,4565000.0,,
UNIVERSITAS MUHAMMADIYAH KLATEN,JAWA TENGAH,BAIK SEKALI,3.0,4550000.0,,
UNIVERSITAS BANTEN JAYA,BANTEN,BAIK,1.0,6800000.0,,
UNIVERSITAS PARNA RAYA,SULAWESI UTARA,BAIK,1.0,4540000.0,,
UNIVERSITAS NIAS,SUMATERA UTARA,BAIK,1.0,4500000.0,,
SEKOLAH TINGGI ILMU EKONOMI PARIPURNA,JAWA BARAT,BAIK,1.0,4500000.0,,
UNIVERSITAS BONDOWOSO,JAWA TIMUR,BAIK,1.0,4500000.0,1.0,1.0
STKIP MAJENANG,JAWA TENGAH,BAIK,1.0,4500000.0,,
SEKOLAH TINGGI ILMU KESEHATAN ARJUNA,SUMATERA UTARA,BAIK,1.0,4500000.0,,
SEKOLAH TINGGI ILMU EKONOMI AMKOP MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,3.0,4500000.0,,
STIKES LAKIPADADA,SULAWESI SELATAN,BAIK,1.0,4500000.0,,
UNIVERSITAS ROYAL,SUMATERA UTARA,B,2.0,4500000.0,,
SEKOLAH TINGGI ILMU EKONOMI NASIONAL SAMARINDA,KALIMANTAN TIMUR,BAIK,1.0,4500000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL-AMIN INDRAMAYU,JAWA BARAT,BAIK,1.0,4500000.0,,
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH SAROLANGUN,JAMBI,BAIK,1.0,4500000.0,,
UNIVERSITAS AUFA ROYHAN,SUMATERA UTARA,B,2.0,4500000.0,,
UNIVERSITAS MUHAMMADIYAH BANGKA BELITUNG,BANGKA BELITUNG,BAIK SEKALI,3.0,4480000.0,,
SEKOLAH TINGGI ILMU EKONOMI IGI,DKI JAKARTA,BAIK,1.0,4450000.0,,
SEKOLAH TINGGI TEKNIK BARAMULI,SULAWESI SELATAN,BAIK,1.0,4450000.0,,
INSTITUT TEKNOLOGI DAN PENDIDIKAN MARKANDEYA BALI,BALI,BAIK,1.0,4432000.0,,
UNIVERSITAS NURUL HASANAH KUTACANE,ACEH,BAIK,1.0,4400000.0,,
SEKOLAH TINGGI TEKNOLOGI SAPTA TARUNA,DKI JAKARTA,BAIK,1.0,4400000.0,,
UNIVERSITAS ACHMAD YANI BANJARMASIN,KALIMANTAN SELATAN,B,2.0,4400000.0,,
UNIVERSITAS KRISTEN ARTHA WACANA,NUSA TENGGARA TIMUR,B,2.0,4400000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI TRINITAS,MALUKU,BAIK,1.0,4400000.0,,
UNIVERSITAS DR. DJAR WATTIHELUW,MALUKU,BAIK,1.0,4400000.0,,
STIA BINA NUSANTARA MANDIRI PARIAMAN,SUMATERA BARAT,BAIK,1.0,4400000.0,,
STIE IBMI MEDAN,SUMATERA UTARA,BAIK,1.0,4400000.0,,
UNIVERSITAS FAMIKA,SULAWESI SELATAN,BAIK,1.0,4400000.0,,
INSTITUT TEKNOLOGI DAN KESEHATAN PERMATA ILMU MAROS,SULAWESI SELATAN,BAIK,1.0,4400000.0,,
SEKOLAH TINGGI ILMU EKONOMI KRAKATAU,LAMPUNG,BAIK,1.0,4350000.0,,
UNIVERSITAS SUMATERA SELATAN,SUMATERA SELATAN,BAIK,1.0,4350000.0,,
UNIVERSITAS CIPASUNG TASIKMALAYA,JAWA BARAT,BAIK,1.0,4340000.0,,
STMIK CATUR SAKTI KENDARI,SULAWESI TENGGARA,BAIK,1.0,4300000.0,,
STMIK MASA DEPAN,BANTEN,BAIK,1.0,4300000.0,,
SEKOLAH TINGGI ILMU EKONOMI MULIA SINGKAWANG,KALIMANTAN BARAT,BAIK,1.0,4250006.0,,
UNIVERSITAS MUHAMMADIYAH MALUKU,MALUKU,BAIK,1.0,4250000.0,,
AKPER MAPPA OUDANG MAKASSAR,SULAWESI SELATAN,BAIK,1.0,4250000.0,,
UNIVERSITAS ALWASHLIYAH,SUMATERA UTARA,BAIK SEKALI,3.0,4250000.0,,
UNIVERSITAS GALUH CIAMIS,JAWA BARAT,B,2.0,4250000.0,,
UNIVERSITAS WIDYA MATARAM,D.I. YOGYAKARTA,B,2.0,4250000.0,,
UNIVERSITAS DARUL  ULUM,JAWA TIMUR,B,2.0,4250000.0,1.0,3.0
INSTITUT TEKNOLOGI BISNIS DAN ADMINISTRASI AL GAZALI BARRU,SULAWESI SELATAN,BAIK,1.0,4225000.0,,
UNIVERSITAS AL ASYARIAH MANDAR,SULAWESI BARAT,BAIK SEKALI,3.0,4219925.0,,
AKPER PUTRA PERTIWI WATANSOPPENG,SULAWESI SELATAN,BAIK,1.0,4200000.0,,
STKIP SITUS BANTEN DI SERANG,BANTEN,BAIK,1.0,4200000.0,,
UNIVERSITAS PATOMPO,SULAWESI SELATAN,BAIK,1.0,4200000.0,,
UNIVERSITAS 45 MATARAM,NUSA TENGGARA BARAT,BAIK,1.0,4200000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI LANGGUR,MALUKU,BAIK,1.0,4200000.0,,
INSTITUT SAINS DAN KEPENDIDIKAN KIE RAHA MALUKU UTARA,MALUKU UTARA,BAIK,1.0,4150000.0,,
UNIVERSITAS TULUNGAGUNG,JAWA TIMUR,B,2.0,4100000.0,1.0,3.0
SEKOLAH TINGGI ILMU ADMINISTRASI MENARA SISWA,JAWA BARAT,B,2.0,4100000.0,,
UNIVERSITAS SELAMAT SRI,JAWA TENGAH,BAIK,1.0,4075000.0,,
UNIVERSITAS NAHDLATUL ULAMA CIREBON,JAWA BARAT,BAIK,1.0,4000146.0,,
SEKOLAH TINGGI TEKNIK ATLAS NUSANTARA,MALUKU UTARA,BAIK,1.0,4000000.0,,
SEKOLAH TINGGI ILMU EKONOMI PELITA NUSANTARA,JAWA TENGAH,B,2.0,4000000.0,,
UNIVERSITAS NANI BILI NUSANTARA,PAPUA BARAT,BAIK,1.0,4000000.0,,
SEKOLAH TINGGI ILMU PERTANIAN PETRA BALIEM WAMENA,PAPUA,BAIK,1.0,4000000.0,,
UNIVERSITAS ABDUL AZIS LAMADJIDO,SULAWESI TENGAH,BAIK,1.0,4000000.0,,
UNIVERSITAS PENDIDIKAN MUHAMMADIYAH SORONG,PAPUA BARAT,B,2.0,4000000.0,,
SEKOLAH TINGGI TEKNOLOGI NASIONAL,D.I. YOGYAKARTA,BAIK,1.0,4000000.0,,
SEKOLAH TINGGI ILMU EKONOMI TRI DHARMA NUSANTARA,SULAWESI SELATAN,BAIK,1.0,4000000.0,,
UNIVERSITAS ANTAKUSUMA,KALIMANTAN TENGAH,BAIK,1.0,4000000.0,,
STIKES BHAKTI PERTIWI LUWU RAYA,SULAWESI SELATAN,BAIK,1.0,4000000.0,,
UNIVERSITAS DIAN NUSWANTORO,JAWA TENGAH,A,4.0,4000000.0,,
UNIVERSITAS TRINITA,SULAWESI UTARA,BAIK,1.0,4000000.0,,
STIE OTTOW & GEISSLER FAK-FAK,PAPUA BARAT,BAIK,1.0,4000000.0,,
STISIP IMAM BONJOL,SUMATERA BARAT,BAIK,1.0,4000000.0,,
STKIP HUNIMUA,MALUKU,BAIK,1.0,4000000.0,,
UNIVERSITAS MUHAMMADIYAH ASAHAN,SUMATERA UTARA,BAIK,1.0,4000000.0,,
UNIVERSITAS PROKLAMASI 45,D.I. YOGYAKARTA,B,2.0,4000000.0,,
STIE YBPK PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,1.0,4000000.0,,
INSTITUT KESEHATAN DAN TEKNOLOGI GRAHA MEDIKA,SULAWESI UTARA,BAIK,1.0,4000000.0,,
SEKOLAH TINGGI KESENIAN WILWATIKTA,JAWA TIMUR,BAIK SEKALI,3.0,3950000.0,1.0,3.0
SEKOLAH TINGGI ILMU PERTANIAN YAPI BONE,SULAWESI SELATAN,BAIK,1.0,3900000.0,,
INSTITUT TEKNOLOGI DAN BISNIS DINIYYAH LAMPUNG,LAMPUNG,BAIK,1.0,6707500.0,,
UNIVERSITAS LA TANSA MASHIRO,BANTEN,BAIK,1.0,3900000.0,,
SEKOLAH TINGGI ILMU EKONOMI KUALA KAPUAS,KALIMANTAN TENGAH,TIDAK TERAKREDITASI,0.0,3900000.0,,
UNIVERSITAS LUMAJANG,JAWA TIMUR,BAIK,1.0,3900000.0,1.0,1.0
SEKOLAH TINGGI FILSAFAT SEMINARI PINELENG,SULAWESI UTARA,B,2.0,3870000.0,,
UNIVERSITAS PANJI SAKTI SINGARAJA,BALI,BAIK,1.0,3855000.0,,
UNIVERSITAS PERADABAN,JAWA TENGAH,BAIK,1.0,3800000.0,,
SEKOLAH TINGGI ILMU EKONOMI BUKIT ZAITUN SORONG,PAPUA BARAT,BAIK,1.0,3800000.0,,
UNIVERSITAS SISINGAMANGARAJA XII TAPANULI UTARA,SUMATERA UTARA,B,2.0,3750000.0,,
UNIVERSITAS NAHDLATUL ULAMA BLITAR,JAWA TIMUR,BAIK SEKALI,3.0,3750000.0,1.0,3.0
STKIP PANGERAN ANTASARI,SUMATERA UTARA,BAIK,1.0,3700000.0,,
INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/ HASANUDDIN,SULAWESI SELATAN,B,2.0,3700000.0,,
UNIVERSITAS INSAN CENDEKIA MANDIRI,JAWA BARAT,BAIK,1.0,3700000.0,,
STKIP MUHAMMADIYAH SUNGAI PENUH,JAMBI,BAIK,1.0,3700000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI MADANI,JAWA TENGAH,BAIK,1.0,3692500.0,,
STISIPOL YALEKA MARO,PAPUA,BAIK,1.0,3650000.0,,
SEKOLAH TINGGI ILMU PERTANIAN AMUNTAI,KALIMANTAN SELATAN,BAIK,1.0,3650000.0,,
UNIVERSITAS PAT PETULAI,BENGKULU,BAIK,1.0,6350000.0,,
SEKOLAH TINGGI ILMU MARITIM MEGA BUANA,SULAWESI BARAT,BAIK,1.0,3600000.0,,
AMIK CITRA BUANA INDONESIA,JAWA BARAT,BAIK,1.0,3600000.0,,
SEKOLAH TINGGI ILMU KESEHATAN DATU KAMANRE,SULAWESI SELATAN,BAIK,1.0,3600000.0,,
STKIP AL AMIN DOMPU,NUSA TENGGARA BARAT,BAIK,1.0,3600000.0,,
STITEK DHARMA YADI MAKASSAR,SULAWESI SELATAN,BAIK,1.0,3600000.0,,
SEKOLAH TINGGI PARIWISATA  SOROMANDI BIMA,NUSA TENGGARA BARAT,BAIK,1.0,3500082.0,,
INSTITUT PENDIDIKAN SOE,NUSA TENGGARA TIMUR,BAIK,1.0,9075000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN TANJUNGPURA,KALIMANTAN BARAT,BAIK,1.0,3500000.0,,
STIKES BATARAGURU SOROAKA,SULAWESI SELATAN,BAIK,1.0,3500000.0,,
SEKOLAH TINGGI ILMU EKONOMI YAPMAN MAJENE,SULAWESI BARAT,BAIK,1.0,3500000.0,,
STMIK KREATINDO MANOKWARI,PAPUA BARAT,BAIK,1.0,3500000.0,,
SEKOLAH TINGGI PERIKANAN SIBOLGA,SUMATERA UTARA,BAIK,1.0,3500000.0,,
STKIP NUSA TIMOR,NUSA TENGGARA TIMUR,BAIK,1.0,3500000.0,,
STMIK AKI PATI,JAWA TENGAH,BAIK,1.0,3500000.0,,
SEKOLAH TINGGI ILMU EKONOMI BPKP,DKI JAKARTA,BAIK,1.0,3498000.0,,
INSTITUT TEKNOLOGI SOSIAL DAN KESEHATAN MUHAMMADIYAH SELONG,NUSA TENGGARA BARAT,BAIK,1.0,3400000.0,,
AMIK PARBINA NUSANTARA,SUMATERA UTARA,BAIK,1.0,3400000.0,,
UNIVERSITAS WIRAHUSADA MEDAN,SUMATERA UTARA,BAIK,1.0,3300000.0,,
INSTITUT TEKNOLOGI SAINS DAN BISNIS MUHAMMADIYAH SELAYAR,SULAWESI SELATAN,BAIK,1.0,3300000.0,,
SEKOLAH TINGGI TEKNOLOGI CAHAYA SURYA,JAWA TIMUR,BAIK,1.0,3300000.0,1.0,1.0
IKIP PGRI KALTIM,KALIMANTAN TIMUR,B,2.0,3275000.0,,
INSTITUT TURATEA INDONESIA,SULAWESI SELATAN,BAIK SEKALI,3.0,3250000.0,,
UNIVERSITAS TEKNOLOGI NUSANTARA,JAWA BARAT,BAIK,1.0,8750000.0,,
STKIP SEBELAS APRIL,JAWA BARAT,BAIK,1.0,3200000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA MANGGALA,JAWA TENGAH,BAIK SEKALI,3.0,3200000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKA SOPPENG,SULAWESI SELATAN,BAIK,1.0,3200000.0,,
INSTITUT TEKNOLOGI DAN BISNIS BINA ADINATA,SULAWESI SELATAN,BAIK,1.0,3177500.0,,
STKIP MODERN NGAWI,JAWA TIMUR,BAIK,1.0,3150000.0,1.0,1.0
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AN-NUR NANGGROE ACEH DARUSSALAM,ACEH,BAIK,1.0,3150000.0,,
STKIP ITA WOTU NUSA,MALUKU,BAIK,1.0,3100000.0,,
UNIVERSITAS PERSATUAN GURU 1945 NTT,NUSA TENGGARA TIMUR,BAIK,1.0,3002112.0,,
SEKOLAH TINGGI ILMU SOSIAL TEMINABUAN,PAPUA BARAT,TIDAK TERAKREDITASI,0.0,3000000.0,,
SEKOLAH TINGGI ILMU EKONOMI PASUNDAN,JAWA BARAT,BAIK SEKALI,3.0,3000000.0,,
SEKOLAH TINGGI ILMU MANAJEMEN BUDI BAKTI,JAWA BARAT,BAIK,1.0,3000000.0,,
INSTITUT TEKNOLOGI PERTANIAN,SULAWESI SELATAN,BAIK,1.0,3000000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI DARUL RACHMAN TUAL,MALUKU,BAIK,1.0,3000000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI YAPPI,SULAWESI SELATAN,BAIK,1.0,3000000.0,,
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA PADANGSIDIMPUAN,SUMATERA UTARA,BAIK,1.0,3000000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI ABDUL HARIS,SULAWESI SELATAN,BAIK,1.0,3000000.0,,
STIKES NAMIRA MADINA,SUMATERA UTARA,BAIK,1.0,3000000.0,,
UNIVERSITAS POHUWATO,GORONTALO,BAIK,1.0,3000000.0,,
UNIVERSITAS MAHAKARYA ASIA,D.I. YOGYAKARTA,BAIK,1.0,2990000.0,,
AMIK BUKITTINGGI,SUMATERA BARAT,BAIK,1.0,8300000.0,,
UNIVERSITAS BANTEN,BANTEN,BAIK,1.0,2900000.0,,
SEKOLAH TINGGI ILMU KESEHATAN KAMUS ARUNIKA,SULAWESI SELATAN,BAIK,1.0,2900000.0,,
STKIP HARAPAN BIMA,NUSA TENGGARA BARAT,BAIK,1.0,2800000.0,,
AMIK PANCA BHAKTI,KALIMANTAN BARAT,TIDAK TERAKREDITASI,0.0,2800000.0,,
INSTITUT MEKONGGA,SULAWESI TENGGARA,BAIK,1.0,2777000.0,,
STKIP SIMBIOSIS,NUSA TENGGARA TIMUR,BAIK,1.0,2750000.0,,
STKIP PGRI SITUBONDO,JAWA TIMUR,BAIK,1.0,2750000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI RAJAWALI,JAWA TENGAH,BAIK,1.0,2700000.0,,
STKIP WIDYASWARA INDONESIA,SUMATERA BARAT,BAIK,1.0,2700000.0,,
UNIVERSITAS BUMI HIJRAH TIDORE,MALUKU UTARA,BAIK,1.0,2700000.0,,
STIKES GRIYA HUSADA SUMBAWA,NUSA TENGGARA BARAT,BAIK,1.0,2640000.0,,
INSTITUT TEKNOLOGI MUHAMMADIYAH SUMATERA,SUMATERA SELATAN,BAIK,1.0,2640000.0,,
INSTITUT TEKNOLOGI MOJOSARI,JAWA TIMUR,BAIK,1.0,2640000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI EL HAKIM,SUMATERA BARAT,BAIK,1.0,2640000.0,,
UNIVERSITAS LELEMUKU SAUMLAKI,MALUKU,BAIK,1.0,2640000.0,,
INSTITUT BATARI TOJA BONE,SULAWESI SELATAN,TERAKREDITASI,0.0,2630000.0,,
STIE BAKTI BANGSA,JAWA TIMUR,BAIK,1.0,2600000.0,1.0,1.0
STMIK WIDYA UTAMA,JAWA TENGAH,BAIK,1.0,2600000.0,,
UNIVERSITAS PALEMBANG,SUMATERA SELATAN,BAIK SEKALI,3.0,2500000.0,,
SEKOLAH TINGGI TEKNOLOGI INDUSTRI BONTANG,KALIMANTAN TIMUR,BAIK,1.0,2400132.0,,
SEKOLAH TINGGI ILMU EKONOMI IEU,JAWA TIMUR,BAIK,1.0,2400000.0,1.0,1.0
UNIVERSITAS GRAHA NUSANTARA,SUMATERA UTARA,B,2.0,2400000.0,,
SEKOLAH TINGGI ILMU EKONOMI BIMA,NUSA TENGGARA BARAT,BAIK,1.0,2350000.0,,
UNIVERSITAS SIBER MUHAMMADIYAH,D.I. YOGYAKARTA,BAIK,1.0,2340000.0,,
SEKOLAH TINGGI PERIKANAN DAN KELAUTAN PALU,SULAWESI TENGAH,BAIK,1.0,2300000.0,,
UNIVERSITAS NAHDLATUL ULAMA MALUKU UTARA,MALUKU UTARA,BAIK,1.0,6600000.0,,
UNIVERSITAS NUKU,MALUKU UTARA,BAIK,1.0,2250000.0,,
SEKOLAH TINGGI TEKNOLOGI CIPASUNG,JAWA BARAT,BAIK,1.0,2250000.0,,
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH WAKATOBI,SULAWESI TENGGARA,BAIK,1.0,2189999.0,,
UNIVERSITAS NIAS RAYA,SUMATERA UTARA,BAIK SEKALI,3.0,2150000.0,,
INSTITUT TEKNOLOGI KELAUTAN BUTON,SULAWESI TENGGARA,BAIK,1.0,2000000.0,,
STKIP PANCAKARYA,JAWA BARAT,BAIK,1.0,2000000.0,,
SEKOLAH TINGGI ILMU HUKUM GRAHA KIRANA,SUMATERA UTARA,BAIK,1.0,2000000.0,,
SEKOLAH TINGGI TEKNOLOGI INDONESIA,JAWA BARAT,BAIK,1.0,2000000.0,,
SEKOLAH TINGGI MANAJEMEN IMMI,DKI JAKARTA,BAIK SEKALI,3.0,1900000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PERSADA EVAV TUAL,MALUKU,BAIK,1.0,1826000.0,,
UNIVERSITAS PUTRA BANGSA,JAWA TENGAH,BAIK SEKALI,3.0,10100000.0,,
UNIVERSITAS MUHAMMADIYAH BIMA,NUSA TENGGARA BARAT,BAIK,1.0,1800000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER JAKARTA STI&K,DKI JAKARTA,B,2.0,1750000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NUUWAR,PAPUA BARAT,BAIK,1.0,1650000.0,,
SEKOLAH TINGGI HUKUM GALUNGGUNG,JAWA BARAT,B,2.0,1500000.0,,
INSTITUT TEKNOLOGI DAN KESEHATAN ASPIRASI,NUSA TENGGARA BARAT,BAIK,1.0,1500000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI MAULANA YUSUF BANTEN,BANTEN,BAIK,1.0,1200000.0,,
STKIP BINA INSAN MANDIRI,JAWA TIMUR,B,2.0,1200000.0,1.0,3.0
