parent_institution_name,prodi_name,jenjang,wilayah,no_sk,tahun_sk,akreditasi_prodi,tanggal_kadaluarsa
Universitas Telkom,Teknologi Informasi (kampus Jakarta),S1,04,013/SK/LAM-INFOKOM/Ak.P/S/VIII/2023,2023,Baik Sekali,2028-08-18
Politeknik Gorontalo,Teknik Informatika,D-III,16,031/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-07
Institut  Sains Dan Teknologi Nahdlatul Ulama Bali,Sistem Informasi,S1,08,035/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-07
Institut Teknologi Tangerang Selatan,Teknologi Informasi,S1,04,034/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-07
Universitas Islam Negeri Sunan Gunung Djati,Teknik Informatika,S1,PTAN,121/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Unggul,2028-08-18
Universitas Tanjungpura,Sistem Informasi,S1,PTN,077/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Negeri Jakarta,Ilmu Komputer,S1,PTN,062/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-07
Universitas Panca Sakti Bekasi,Teknik Informatika,S1,04,095/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik,2028-08-17
Universitas Bung Karno,Sistem Komputer,S1,03,076/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kota Yogyakarta,D-III,03,101/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kota Surakarta,D-III,03,099/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kota Tegal,D-III,03,098/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
Universitas Bina Sarana Informatika,Teknologi Komputer,D-III,03,097/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
STMIK Banjarbaru,Teknik Informatika,S1,11,096/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
Universitas Potensi Utama,Informatika,S1,01,061/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-07
Universitas Borobudur,Manajemen Informatika,D-III,03,033/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-07
Universitas Bani Saleh,Teknik Informatika,S1,04,015/SK/LAM-INFOKOM/Ak.PNB/S/VIII/2023,2023,Baik,2028-03-29
Universitas Metamedia,Sistem Informasi,S1,10,016/SK/LAM-INFOKOM/Ak.PNB/S/VIII/2023,2023,Baik Sekali,2028-04-14
"UNIVERSITAS GADJAH MADA, YOGYAKARTA",ILMU KEDOKTERAN FORENSIK DAN MEDIKOLEGAL,Spesialis,PTN,0580/LAM-PTKes/Akr/Spe/VIII/2023,2023,UNGGUL,2028-08-11
"UNIVERSITAS HASANUDDIN, MAKASSAR",ANESTESIOLOGI,Spesialis,PTN,0579/LAM-PTKes/Akr/Spe/VIII/2023,2023,UNGGUL,2028-08-11
"UNIVERSITAS KADER BANGSA, PALEMBANG",KEPERAWATAN,D-III,02,0594/LAM-PTKes/Akr/Dip/VIII/2023,2023,BAIK SEKALI,2028-08-11
"UNIVERSITAS MOHAMMAD HUSNI THAMRIN, JAKARTA",KEPERAWATAN,S1,03,0588/LAM-PTKes/Akr/Sar/VIII/2023,2023,BAIK SEKALI,2028-08-11
"UNIVERSITAS MOHAMMAD HUSNI THAMRIN, JAKARTA",NERS,Profesi,03,0589/LAM-PTKes/Akr/Pro/VIII/2023,2023,BAIK SEKALI,2028-08-11
"UNIVERSITAS SARI MUTIARA INDONESIA, MEDAN",FARMASI,S1,01,0564/LAM-PTKes/Akr/Sar/VII/2023,2023,BAIK SEKALI,2028-07-27
"UNIVERSITAS SUMATERA UTARA, MEDAN",ORTHOPAEDI DAN TRAUMATOLOGI,Spesialis,PTN,0524/LAM-PTKes/Akr/Spe/VII/2023,2023,UNGGUL,2028-07-27
"UNIVERSITAS SUMATERA UTARA, MEDAN",ILMU BEDAH,Spesialis,PTN,0529/LAM-PTKes/Akr/Spe/VII/2023,2023,UNGGUL,2028-07-27
"UNIVERSITAS SYIAH KUALA, BANDA ACEH",PULMONOLOGI DAN KEDOKTERAN RESPIRASI,Spesialis,PTN,0581/LAM-PTKes/Akr/Spe/VIII/2023,2023,UNGGUL,2028-08-11
"INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA, JAKARTA",FARMASI,S1,03,0603/LAM-PTKes/Akr/Sar/VIII/2023,2023,BAIK SEKALI,2028-08-11
Sekolah Tinggi Manajemen Informatika Dan Komputer AMIKOM Surakarta,Manajemen Informatika,D-III,06,135/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-19
"UNIVERSITAS AIRLANGGA, SURABAYA",ANDROLOGI,Spesialis,PTN,0582/LAM-PTKes/Akr/Spe/VIII/2023,2023,UNGGUL,2028-08-11
Universitas Amikom Yogyakarta,Pjj Teknik Informatika,S2,05,120/SK/LAM-INFOKOM/Ak/M/VIII/2023,2023,Baik Sekali,2028-08-18
Politeknik Saint Paul Sorong,Teknologi Rekayasa Komputer Jaringan,D-IV,14,052/SK/LAM-INFOKOM/Ak.B/STr/VIII/2023,2023,Baik,2028-08-17
STMIK Bandung Bali,Sistem Informasi,S1,08,046/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-17
Universitas Universal,Teknik Informatika,S1,17,084/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik,2028-08-17
Universitas PGRI Yogyakarta,Informatika,S1,05,094/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
STMIK Mardira Indonesia,Manajemen Informatika,D-III,04,051/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-17
STIKOM Tunas Bangsa,Komputerisasi Akuntansi,D-III,01,093/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-17
AMIK Bina Sriwijaya,Teknik Komputer,D-III,02,050/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-17
Universitas Dinamika Bangsa,Manajemen Informatika,D-III,10,134/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik,2028-08-19
STMIK Bani Saleh,Komputerisasi Akuntansi,D-III,04,092/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Islam Balitar,Sistem Komputer,S1,07,091/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Universal,Sistem Informasi,S1,17,083/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik,2028-08-17
Universitas Al Asyariah Mandar,Teknik Informatika,S1,09,060/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik Sekali,2028-08-19
Universitas Budi Darma,Teknik Informatika,S1,01,090/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
Politeknik Negeri Media Kreatif,Animasi,D-IV,PTN,049/SK/LAM-INFOKOM/Ak.B/STr/VIII/2023,2023,Baik,2028-08-17
STMIK Profesional Makassar,Sistem Informasi,S1,09,119/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
STMIK Profesional Makassar,Manajemen Informatika,D-III,09,089/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Logistik Dan Bisnis Internasional,Teknik Informatika,D-IV,04,088/SK/LAM-INFOKOM/Ak/STr/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Putra Bangsa,Sains Data,S1,06,025/SK/LAM-INFOKOM/Ak.P/S/VIII/2023,2023,Baik,2028-08-19
Universitas Putra Bangsa,Ilmu Komputer,S1,06,012/SK/LAM-INFOKOM/Ak.P/S/VIII/2023,2023,Baik,2028-08-17
Universitas Raharja,Sistem Informasi,S1,04,118/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
Politeknik Bisnis Kaltara,Sistem Informasi,D-III,11,048/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-17
Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,Sistem Informasi,S1,15,087/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Sultan Fatah,Teknik Informatika,S1,06,082/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik,2028-08-17
STMIK Widya Cipta Dharma ,Sistem Informasi,S1,11,133/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-19
Institut Teknologi Dan Bisnis Palcomtech,Sistem Informasi,D-III,02,086/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-17
Sekolah Tinggi Manajemen Informatika Komputer Stella Maris Sumba,Manajemen Informatika,D-III,15,032/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-07
Sekolah Tinggi Manajemen Informatika Dan Komputer Indo Daya Suvana,Teknik Informatika,S1,03,081/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik,2028-08-17
Sekolah Tinggi Teknologi Pekanbaru,Sistem Informasi,S1,17,044/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-17
Universitas Pelita Harapan,Sistem Informasi (kampus Kota Medan),S1,03,132/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-19
Universitas KH. Bahaudin Mudhary Madura,Sistem Informasi,S1,07,045/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-17
Universitas Sutomo,Sistem Informasi,S1,04,011/SK/LAM-INFOKOM/Ak.P/S/VIII/2023,2023,Baik,2028-08-17
"UNIVERSITAS BINA MANDIRI GORONTALO, GORONTALO",FARMASI,S1,16,0602/LAM-PTKes/Akr/Sar/VIII/2023,2023,Baik,2028-08-11
Universitas Sutomo,Sistem Komputer,S1,04,010/SK/LAM-INFOKOM/Ak.P/S/VIII/2023,2023,Baik,2028-08-17
Institut Teknologi Dan Bisnis Stikom Ambon,Manajemen Informatika,D-III,12,059/SK/LAM-INFOKOM/Ak.B/D3/VIII/2023,2023,Baik,2028-08-19
Universitas Amikom Purwokerto,Informatika,S1,06,043/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Mitra Indonesia,Informatika,S1,02,075/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-07
Institut Sains Dan Teknologi Terpadu Surabaya,Sistem Informasi,D-III,07,117/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
Politeknik Lembaga Pendidikan Dan Pengembangan Profesi Indonesia,Komputerisasi Akuntansi Kampus Kota Pekanbaru,D-II,04,080/SK/LAM-INFOKOM/Ak/D2/VIII/2023,2023,Baik Sekali,2028-08-17
Universitas Pelita Harapan,Informatika,S2,03,024/SK/LAM-INFOKOM/Ak.P/M/VIII/2023,2023,Baik Sekali,2028-08-19
Universitas Buddhi Dharma,Teknik Perangkat Lunak,S1,04,041/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-07
Universitas Kristen Duta Wacana,Sistem Informasi,S1,05,115/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
STIMIK Tunas Bangsa Banjarnegara,Sistem Informasi,S1,06,042/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik,2028-08-17
Sekolah Tinggi Manajemen Informatika Dan Komputer Jakarta STI&K,Sistem Komputer,S1,03,131/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-19
Politeknik Piksi Ganesha,Manajemen Informatika,D-III,04,074/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-07
Politeknik Negeri Subang,Sistem Informasi,D-III,PTN,114/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Baik Sekali,2028-08-18
Institut Sains Dan Teknologi Akprind,Informatika,S1,05,113/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
Politeknik Negeri Bandung,Teknik Informatika,D-III,PTN,073/SK/LAM-INFOKOM/Ak/D3/VIII/2023,2023,Unggul,2028-08-07
Politeknik Pertanian Negeri Payakumbuh,Teknologi Rekayasa Komputer,D-IV,PTN,022/SK/LAM-INFOKOM/Ak.P/STr/VIII/2023,2023,Baik Sekali,2028-08-19
Universitas Sari Mutiara Indonesia,Sistem Informasi,S1,01,058/SK/LAM-INFOKOM/Ak.B/S/VIII/2023,2023,Baik Sekali,2028-08-19
Universitas Katolik Widya Mandira Kupang,Ilmu Komputer,S1,15,111/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Baik Sekali,2028-08-18
Universitas Muhammadiyah Jember,Teknik Informatika,S1,07,110/SK/LAM-INFOKOM/Ak/S/VIII/2023,2023,Unggul,2028-08-18
Universitas Telkom,Informatika,S3,04,021/SK/LAM-INFOKOM/Ak.P/D/VIII/2023,2023,Baik Sekali,2028-08-19
"UNIVERSITAS SETIA BUDI SURAKARTA, SURAKARTA",ANALIS FARMASI DAN MAKANAN,D-III,06,0606/LAM-PTKes/Akr/Dip/VIII/2023,2023,BAIK SEKALI,2028-08-11
"UNIVERSITAS SYIAH KUALA, BANDA ACEH",MAGISTER KEPERAWATAN,S2,PTN,0586/LAM-PTKes/Akr/Mag/VIII/2023,2023,UNGGUL,2028-08-11
Universitas PTIQ Jakarta,Pendidikan Islam Anak Usia Dini,S1,PTAS,806/SK/LAMDIK/Ak-PNB/S/VIII/2023,2023,Baik Sekali,2027-05-23
Universitas Primagraha,Pendidikan Guru Sekolah Dasar,S1,04,785/SK/LAMDIK/Ak/S/VII/2023,2023,Baik Sekali,2028-08-21
Universitas Kristen Immanuel,Pendidikan Agama Kristen,S1,05,770/SK/LAMDIK/Ak/S/VII/2023,2023,Baik,2028-08-21
Universitas Muhammadiyah Surakarta,Pendidikan Bahasa Dan Sastra Indonesia,S1,06,659/SK/LAMDIK/Ak/S/VI/2023,2023,Unggul,2028-08-21
Universitas Katolik Widya Mandira Kupang,Pendidikan Matematika,S1,15,548/SK/LAMDIK/Ak/S/VI/2023,2023,Baik Sekali,2028-08-21
Universitas Gadjah Mada,Teknik Fisika,S2,PTN,0140/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2027-12-20
Universitas Indonesia,Teknik Industri,S2,PTN,0209/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Universitas Indonesia,Teknik Mesin,S2,PTN,0299/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Universitas Indonesia,Teknik Sipil,S3,PTN,0275/SK/LAM Teknik/AD/VIII/2023,2023,Unggul,2028-08-20
Universitas Sumatera Utara,Metrologi Dan Instrumentasi,D-III,PTN,0176/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Airlangga,Teknik Biomedis,S2,PTN,0244/SK/LAM Teknik/AM/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Airlangga,Teknik Biomedis,S1,PTN,0243/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Hasanuddin,Teknik Industri,S1,PTN,0289/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Hasanuddin,Teknik Mesin,S3,PTN,0287/SK/LAM Teknik/AD/VIII/2023,2023,Unggul,2028-08-20
Universitas Hasanuddin,Teknik Sipil,S3,PTN,0288/SK/LAM Teknik/AD/VIII/2023,2023,Unggul,2028-08-20
Universitas Diponegoro,Teknik Dan Manajemen Industri,S2,PTN,0301/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Universitas Sriwijaya,Teknik Elektro,S1,PTN,0292/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Sriwijaya,Teknik Geologi,S1,PTN,0181/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Sriwijaya,Teknik Pertambangan,S1,PTN,0293/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Sriwijaya,Teknik Sipil,S1,PTN,0291/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Syiah Kuala,Teknik Elektronika,D-III,PTN,0172/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Riau,Teknik Kimia,S2,PTN,0282/SK/LAM Teknik/AM/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Riau,Teknik Sipil,S1,PTN,0283/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Cenderawasih,Teknik Sipil,S2,PTN,0241/SK/LAM Teknik/AM/VIII/2023,2023,Baik,2028-08-20
Universitas Brawijaya,Teknik Sipil,S2,PTN,0290/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Universitas Lampung,Teknik Survey Dan Pemetaan,D-III,PTN,0179/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Tadulako,Teknik Mesin,S1,PTN,0253/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Negeri Malang,Teknik Elektro,S1,PTN,0203/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Sultan Ageng Tirtayasa,Teknik Industri,S1,PTN,0256/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Papua,Teknik Elektro,S1,PTN,0207/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Bangka Belitung,Teknik Elektro,S1,PTN,0167/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2027-12-20
Universitas Tidar,Teknik Mesin,S1,PTN,0263/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Teuku Umar,Teknik Sipil,S1,PTN,0161/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Bandung,Teknik Metalurgi,S2,PTN,0200/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Institut Teknologi Sepuluh Nopember,Teknik Kelautan,S2,PTN,0224/SK/LAM Teknik/AM/VIII/2023,2023,Unggul,2028-08-20
Institut Teknologi Sepuluh Nopember,Teknik Pangan,S1,PTN,0278/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Institut Teknologi Kalimantan,Teknik Elektro,S1,PTN,0186/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Kalimantan,Teknik Kimia,S1,PTN,0184/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Kalimantan,Teknik Material Dan Metalurgi,S1,PTN,0188/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Kalimantan,Teknik Mesin,S1,PTN,0185/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Kalimantan,Teknik Perkapalan,S1,PTN,0187/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Teknologi Sumatera,Teknik Geologi,S1,PTN,0274/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Politeknik Negeri Semarang,Teknik Elektronika,D-III,PTN,0264/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Semarang,Teknik Listrik,D-III,PTN,0266/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Semarang,Teknik Mesin,D-III,PTN,0267/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Semarang,Teknik Telekomunikasi,D-IV,PTN,0265/SK/LAM Teknik/VST/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Padang,Teknik Manufaktur,D-IV,PTN,0271/SK/LAM Teknik/VST/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Pontianak,Teknik Listrik,D-III,PTN,0223/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Politeknik Negeri Pontianak,Teknik Sipil,D-III,PTN,0213/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Politeknik Negeri Ujung Pandang,Teknik Elektronika,D-III,PTN,0199/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Ujung Pandang,Teknik Mekatronika,D-IV,PTN,0198/SK/LAM Teknik/VST/VIII/2023,2023,Baik Sekali,2028-08-20
Politeknik Negeri Lhokseumawe,Teknologi Industri,D-III,PTN,0219/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Politeknik Negeri Lhokseumawe,Teknologi Pengolahan Minyak Dan Gas,D-III,PTN,0220/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Lhokseumawe,Teknologi Rekayasa Kimia Industri,D-IV,PTN,0221/SK/LAM Teknik/VST/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Malang,Teknik Elektronika,D-IV,PTN,0298/SK/LAM Teknik/VST/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Malang,Teknik Otomotif Elektronik,D-IV,PTN,0297/SK/LAM Teknik/VST/VIII/2023,2023,Unggul,2028-08-20
Politeknik Manufaktur Negeri Bangka Belitung,Teknik Perancangan Mekanik,D-III,PTN,0191/SK/LAM Teknik/VD3/VIII/2023,2023,Unggul,2028-08-20
Politeknik Negeri Bengkalis,Teknik Elektronika,D-III,PTN,0138/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Politeknik Negeri Bengkalis,Teknik Mesin Produksi Dan Perawatan,D-IV,PTN,0141/SK/LAM Teknik/VST/VIII/2023,2023,Baik Sekali,2027-12-20
Politeknik Negeri Madura,Teknik Listrik Industri,D-III,PTN,0215/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Politeknik Negeri Cilacap,Teknik Elektronika,D-III,PTN,0230/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Islam Sumatera Utara,Teknik Industri,S1,01,0149/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Muhammadiyah Sumatera Utara,Teknik Mesin,S1,01,0142/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Darma Agung,Teknik Elektro,S1,01,0170/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Medan Area,Teknik Sipil,S1,01,0169/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2027-12-20
Universitas Prima Indonesia,Teknik Elektro,S1,01,0226/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Harapan Medan,Teknik Elektro,S1,01,0177/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Institut Sains Dan Teknologi TD Pardede,Teknik Pertambangan,S1,01,0210/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Institut Teknologi Del,Manajemen Rekayasa,S1,01,0193/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Institut Teknologi Del,Teknik Bioproses,S1,01,0139/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Politeknik Tanjungbalai,Teknik Mesin,D-III,01,0233/SK/LAM Teknik/VD3/VIII/2023,2023,Baik,2028-08-20
Politeknik Tanjungbalai,Teknik Pendingin Dan Tata Udara,D-III,01,0234/SK/LAM Teknik/VD3/VIII/2023,2023,Baik,2028-08-20
Universitas Palembang,Teknik Elektro,S1,02,0163/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2027-12-20
Politeknik Akamigas Palembang,Teknik Eksplorasi Produksi Minyak Dan Gas,D-III,02,0154/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Politeknik Akamigas Palembang,Teknik Pengolahan Minyak Dan Gas,D-III,02,0155/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Borobudur,Teknik Sipil,S1,03,0171/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2027-12-20
Universitas Mpu Tantular,Teknik Elektro,S1,03,0240/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Universitas Mpu Tantular,Teknik Mesin,S1,03,0194/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Universitas Bhayangkara Jakarta Raya,Teknik Kimia,S1,03,0222/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Gunadarma,Teknik Industri,S1,03,0246/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Gunadarma,Teknik Sipil,S1,03,0245/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Muhammadiyah Prof. Dr. Hamka,Teknik Elektro,S1,03,0229/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Dirgantara Marsekal Suryadarma,Teknik Aeronautika,D-III,03,0259/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Pertamina,Teknik Kimia,S1,03,0196/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Institut Teknologi Indonesia,Teknik Elektro,S1,03,0258/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Akademi Maritim Nasional Jaya,Teknika,D-III,03,0260/SK/LAM Teknik/VD3/VIII/2023,2023,Baik Sekali,2028-08-20
Akademi Teknik Elektromedik Andakara Jakarta,Teknik Elektromedik,D-III,03,0261/SK/LAM Teknik/VD3/VIII/2023,2023,Baik,2028-08-20
Universitas Ibn Khaldun,Teknik Mesin,S1,04,0270/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Ibn Khaldun,Teknik Sipil,S1,04,0269/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Katolik Parahyangan,Teknik Elektro,S1,04,0262/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Katolik Parahyangan,Teknik Sipil,S1,04,0216/SK/LAM Teknik/AS/VIII/2023,2023,Unggul,2028-08-20
Universitas Jenderal Achmad Yani,Teknik Kimia,S1,04,0235/SK/LAM Teknik/AS/VIII/2023,2023,Baik Sekali,2028-08-20
Universitas Muhammadiyah Sukabumi,Teknik Sipil,S1,04,0166/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2027-12-20
Universitas Telkom,Teknik Telekomunikasi (Kampus Kota Jakarta Barat),S1,04,0296/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
Universitas Lintas Internasional Indonesia,Teknik Industri,S1,04,0239/SK/LAM Teknik/AS/VIII/2023,2023,Baik,2028-08-20
