institution_code,institution_name,akreditasi_institusi,no_sk,tahun_sk,wilayah,tanggal_kadaluarsa
banpt-3379,STAI Baitul Arqom Al-Islami Ciparay Bandung,Baik,961/SK/BAN-PT/Akred/PT/XI/2021,2021,PTAS,2026-11-03
banpt-3380,Politeknik Ahli Usaha Perikanan,Baik Sekali,947/SK/BAN-PT/Akred/PT/XI/2021,2021,PTKL,2026-11-02
banpt-3381,Institut Agama Islam Az-Zaytun Indonesia,Baik,951/SK/BAN-PT/Akred/PT/XI/2021,2021,PTAS,2026-11-02
banpt-3382,STKIP Darussalam Cilacap,Baik,948/SK/BAN-PT/Akred/PT/XI/2021,2021,06,2026-11-02
banpt-3383,Sekolah Tinggi Teologi Arrabona Bogor,Baik,949/SK/BAN-PT/Akred/PT/XI/2021,2021,PTAS,2026-11-02
banpt-3384,STKIP Hamzar,Baik,950/SK/BAN-PT/Akred/PT/XI/2021,2021,08,2026-11-02
banpt-3385,Sekolah Tinggi Ilmu Komunikasi Almamater Wartawan Surabaya,Baik Sekali,953/SK/BAN-PT/Akred/PT/XI/2021,2021,07,2026-07-09
banpt-3386,Universitas Klabat,B,954/SK/BAN-PT/Ak-PPJ/PT/XI/2021,2021,16,2026-08-12
banpt-3387,Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,Baik,940/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-27
banpt-3388,STT BISANRY MAKASSAR,Baik,941/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-27
banpt-3389,Sekolah Tinggi Teologi Sumatera Utara,Baik,944/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-27
banpt-3390,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,Baik,943/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-27
banpt-3391,Sekolah Tinggi Teologi Tiberias Jakarta,Baik,936/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-26
banpt-3392,Sekolah Tinggi Teologi Kingdom Bali,Baik,932/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-26
banpt-3393,Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel,Baik,934/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-26
banpt-3394,Sekolah Tinggi Teologi Hagiasmos Mission Jakarta,Baik,931/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-26
banpt-3395,Politeknik Kelautan dan Perikanan Pangandaran,Baik,930/SK/BAN-PT/Akred/PT/X/2021,2021,PTKL,2026-10-26
banpt-3396,STMIK Mardira Indonesia,Baik,933/SK/BAN-PT/Akred/PT/X/2021,2021,04,2026-10-26
banpt-3397,Sekolah Tinggi Ilmu Ekonomi Karya,Baik,935/SK/BAN-PT/Akred/PT/X/2021,2021,15,2026-10-26
banpt-3398,Sekolah Tinggi Teknologi Bandung,Baik,929/SK/BAN-PT/Akred/PT/X/2021,2021,04,2026-10-26
banpt-3399,Institut Agama Islam Tribakti (IAIT) Kediri,Baik,919/SK/BAN-PT/AK-ISK/PT/X/2021,2021,PTAS,2026-01-30
banpt-3400,Sekolah Tinggi Teologi Lintas Budaya Jakarta,Baik,912/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19
banpt-3401,STT IKAT di Batam,Baik,915/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19
banpt-3402,STAK Anak Bangsa,Baik,914/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19
banpt-3403,Institut Agama Islam (IAI) Nurul Hakim Kediri Lombok Barat NTB,Baik,913/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19
banpt-3404,Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,Baik,910/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-19
banpt-3405,Sekolah Tinggi Pendidikan Agama Kristen (STIPAK) Malang,Baik,905/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-13
banpt-3406,Universitas Kristen Indonesia Tomohon,Baik,909/SK/BAN-PT/Akred/PT/X/2021,2021,16,2026-10-13
banpt-3407,Akademi Kebidanan Mandiri Gresik,Baik,904/SK/BAN-PT/Akred/PT/X/2021,2021,07,2026-10-13
banpt-3408,Sekolah Tinggi Ilmu Administrasi Iskandar Thani,Baik,903/SK/BAN-PT/Akred/PT/X/2021,2021,13,2026-10-12
banpt-3409,Sekolah Tinggi Teologi Nusantara Salatiga,Baik,902/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-12
banpt-3410,Sekolah Tinggi Pastoral Kateketik (STPKat) Santo Fransiskus Asisi Semarang,Baik Sekali,893/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-12
banpt-3411,Potiteknik Industri Furnitur dan Pengolahan Kayu,Baik,895/SK/BAN-PT/Akred/PT/X/2021,2021,PTKL,2026-10-12
banpt-3412,Institut Teknologi Minaesa,Baik,896/SK/BAN-PT/Akred/PT/X/2021,2021,16,2026-10-12
banpt-3413,Institut Teknologi dan Bisnis Kalbis,Baik Sekali,892/SK/BAN-PT/Akred/PT/X/2021,2021,03,2026-10-12
banpt-3414,Sekolah Tinggi Agama Kristen Teruna Bhakti,Baik,888/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-06
banpt-3415,STT Indonesia Manado (STTI Manado),Baik,880/SK/BAN-PT/Akred/PT/X/2021,2021,PTAS,2026-10-05
banpt-3416,Universitas Widya Gama,B,883/SK/BAN-PT/Ak-PPJ/PT/X/2021,2021,07,2026-09-30
banpt-3417,Politeknik Astra,B,882/SK/BAN-PT/Ak-PPJ/PT/X/2021,2021,03,2026-09-03
banpt-3418,Universitas Muhammadiyah Mataram,B,876/SK/BAN-PT/Ak-PPJ/PT/IX/2021,2021,08,2026-09-30
banpt-3419,Sekolah Tinggi Teologi Erikson Tritt,Baik,874/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-29
banpt-3420,Sekolah Tinggi Teologi ATI Anjungan Pontianak,Baik,873/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-29
banpt-3421,Sekolah Tinggi Teologi Injil Bhakti Caraka Batam,Baik,860/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-28
banpt-3422,Sekolah Tinggi Teologi Gereja Pentakosta di Indonesia Pematang Siantar,Baik,856/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-28
banpt-3423,STIT Muhammadiyah Paciran,Baik,855/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-28
banpt-3424,Sekolah Tinggi Ilmu Ekonomi Pasaman,Baik,854/SK/BAN-PT/Akred/PT/IX/2021,2021,10,2026-09-28
banpt-3425,Sekolah Tinggi Ilmu Kesehatan Salsabila Serang,Baik,853/SK/BAN-PT/Akred/PT/IX/2021,2021,04,2026-09-28
banpt-3426,Sekolah Tinggi Filsafat Theologia Surya Nusantara,Baik,843/SK/BAN-PT/Akred/PT/IX/2021,2021,01,2026-09-21
banpt-3427,Sekolah Tinggi Agama Kristen Bina Muda Wirawan Wonogiri,Baik,845/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-21
banpt-3428,STIKES Tri Mandiri Sakti Bengkulu,Baik,842/SK/BAN-PT/Akred/PT/IX/2021,2021,02,2026-09-21
banpt-3429,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,Baik,846/SK/BAN-PT/Akred/PT/IX/2021,2021,01,2026-09-21
banpt-3430,STIKES Rumah Sakit Anwar Medika,Baik,844/SK/BAN-PT/Akred/PT/IX/2021,2021,07,2026-09-21
banpt-3431,Sekolah Tinggi Ilmu Kesehatan RS Baptis Kediri,B,849/SK/BAN-PT/Ak-PPJ/PT/IX/2021,2021,07,2025-10-04
banpt-3432,Sekolah Tinggi Theologia Nazarene Indonesia,Baik,835/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-15
banpt-3433,Politeknik Pembangunan Pertanian Malang,Baik Sekali,829/SK/BAN-PT/AK-ISK/PT/IX/2021,2021,PTKL,2026-02-13
banpt-3434,Sekolah Tinggi Theologia Injili Indonesia Lombok,Tidak Terakreditasi,820/SK/BAN-PT/Ak-TMSP/PT/IX/2021,2021,PTAS,
banpt-3435,Akademi Sekretari Manajemen Taruna Bakti,Baik,825/SK/BAN-PT/Akred/PT/IX/2021,2021,04,2026-09-14
banpt-3436,Sekolah Tinggi Agama Kristen Lentera Bangsa Manado,Baik,824/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-14
banpt-3437,Sekolah Tinggi Teologi Parakletos Tomohon,Baik,826/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-14
banpt-3438,Institut Teknologi dan Bisnis Asia Malang,Baik,823/SK/BAN-PT/Akred/PT/IX/2021,2021,07,2026-09-14
banpt-3439,Politeknik Pembangunan Pertanian Bogor,B,827/SK/BAN-PT/Ak-PPJ/PT/IX/2021,2021,PTKL,2026-09-09
banpt-3440,Universitas Kristen Papua,Baik,816/SK/BAN-PT/Akred/PT/IX/2021,2021,14,2026-09-08
banpt-3441,Universitas Simalungun,B,811/SK/BAN-PT/Ak-PPJ/PT/IX/2021,2021,01,2026-09-03
banpt-3442,Sekolah Tinggi Teologi Intheos Surakarta,Baik,808/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-07
banpt-3443,Sekolah Tinggi Agama Kristen Oikumene Timika,Baik,813/SK/BAN-PT/Akred/PT/IX/2021,2021,PTAS,2026-09-07
banpt-3444,STKIP Muhammadiyah Aceh Barat Daya,Baik,800/SK/BAN-PT/Akred/PT/IX/2021,2021,13,2026-09-01
banpt-3445,"STAI Azziyadah Klender, Jakarta Timur",Baik,791/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-31
banpt-3446,STMIK Pringsewu,Baik,789/SK/BAN-PT/Akred/PT/VIII/2021,2021,02,2026-08-31
banpt-3447,Sekolah Tinggi Pembangunan Masyarakat Desa APMD,B,794/SK/BAN-PT/Ak-PPJ/PT/VIII/2021,2021,05,2026-08-27
banpt-3448,Sekolah Tinggi Teologi Injili Indonesia Palu,Baik,790/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-31
banpt-3449,Sekolah Tinggi Teologi Rahmat Emmanuel Jakarta,Baik,788/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-31
banpt-3450,STAIN Bengkalis,Baik,786/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAN,2026-08-31
banpt-3451,Akademi Peternakan Karanganyar,Baik,785/SK/BAN-PT/Akred/PT/VIII/2021,2021,06,2026-08-31
banpt-3452,"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur",Baik,787/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-31
banpt-3453,Sekolah Tinggi Teologi Kalvari Maluku Utara,Tidak Terakreditasi,798/SK/BAN-PT/Ak-TMSP/PT/VIII/2021,2021,PTAS,
banpt-3454,Sekolah Tinggi Teologi Salem,Tidak Terakreditasi,776/SK/BAN-PT/Ak-TMSP/PT/VIII/2021,2021,PTAS,
banpt-3455,Sekolah Tinggi Teologi Diakonos,Baik,775/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-25
banpt-3456,Universitas Bina Bangsa,Baik,774/SK/BAN-PT/Akred/PT/VIII/2021,2021,04,2026-08-25
banpt-3457,Sekolah Tinggi Agama Islam Daruttaqwa Manyar Gresik,Baik,772/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-24
banpt-3458,STT Anugerah Sinagoge Medan,Tidak Terakreditasi,770/SK/BAN-PT/Ak-TMSP/PT/VIII/2021,2021,PTAS,
banpt-3459,Akademi Metrologi dan Instrumentasi,Baik,766/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTKL,2026-08-24
banpt-3460,STAI Sabili Bandung,Baik,752/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-18
banpt-3461,Sekolah Tinggi Ilmu Komputer Muhammadiyah Batam,Baik,751/SK/BAN-PT/Akred/PT/VIII/2021,2021,17,2026-08-18
banpt-3462,"STAI Hikmatul Fadhilah Medan, Sumatera Utara",Baik,755/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-18
banpt-3463,Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur,Baik,750/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-18
banpt-3464,STIS Al-Hilal Sigli Kab. Pidie,Baik,756/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-18
banpt-3465,Sekolah Tinggi Desain Indonesia Bandung,Baik,749/SK/BAN-PT/Akred/PT/VIII/2021,2021,04,2026-08-18
banpt-3466,STIQ Miftahul Huda Rawalo Banyumas Jawa Tengah,Baik,735/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3467,STAI Persis Garut,Baik,732/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3468,STAI Darul Arqam Muhammadiyah Garut,Baik,737/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3469,STAI Sunan Pandanaran Yogyakarta,Baik,733/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3470,Sekolah Tinggi Teologi Real Batam,Baik,734/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3471,Sekolah Tinggi Teologi Bethel Samarinda,Baik,740/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3472,"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur",Tidak Terakreditasi,744/SK/BAN-PT/Ak-TMSP/PT/VIII/2021,2021,PTAS,
banpt-3473,STAIN Tengku Dirundeng Meulaboh,Baik Sekali,731/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAN,2026-08-10
banpt-3474,STIT PTI Al-Hilal Sigli Kab. Pidie,Baik,736/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3475,Sekolah Tinggi Ilmu Tarbiyah Syekh Muhammad Nafis,Baik,738/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-10
banpt-3476,Politeknik Pelayaran Banten,Baik,739/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTKL,2026-08-10
banpt-3477,Institut Agama Islam Nahdlatul Ulama Tuban,Baik,717/SK/BAN-PT/Ak-PNB/PT/VIII/2021,2021,PTAS,2026-02-02
banpt-3478,Universitas Flores,B,722/SK/BAN-PT/Ak-PPJ/PT/VIII/2021,2021,15,2026-08-05
banpt-3479,Sekolah Tinggi Teologi Paulus Jakarta,Baik,718/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-04
banpt-3480,STAI Nur El Ghazy Bekasi,Baik,709/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-03
banpt-3481,Politeknik Negeri Cilacap,Baik,706/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTN,2026-08-03
banpt-3482,Institut Teknologi Batam,Baik,713/SK/BAN-PT/Akred/PT/VIII/2021,2021,17,2026-08-03
banpt-3483,STIT Raden Santri Gresik,Baik,708/SK/BAN-PT/Akred/PT/VIII/2021,2021,PTAS,2026-08-03
banpt-3484,Sekolah Tinggi Ilmu Ekonomi LMII,Baik,707/SK/BAN-PT/Akred/PT/VIII/2021,2021,01,2026-08-03
banpt-3485,STIKES Medika Nurul Islam,Baik,703/SK/BAN-PT/Akred/PT/VII/2021,2021,13,2026-07-28
banpt-3486,STAI At-Taqwa Bondowoso Jawa Timur,Baik,700/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-28
banpt-3487,Sekolah Tinggi Ilmu Kesehatan RSPAD Gatot Soebroto,Baik,702/SK/BAN-PT/Akred/PT/VII/2021,2021,03,2026-07-28
banpt-3488,Politeknik Unggulan Kalimantan,Baik,701/SK/BAN-PT/Akred/PT/VII/2021,2021,11,2026-07-28
banpt-3489,Institut Agama Islam (IAI) Al-Qolam,Baik,689/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-27
banpt-3490,Sekolah Tinggi Ilmu Kesehatan Intan Martapura,Baik,693/SK/BAN-PT/Akred/PT/VII/2021,2021,11,2026-07-27
banpt-3491,"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",Baik,691/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-27
banpt-3492,"STAI YAPNAS Jeneponto, Sulawesi Selatan",Baik,690/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-27
banpt-3493,Sekolah Tinggi Agama Islam Negeri Majene,Baik,692/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAN,2026-07-27
banpt-3494,"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",Baik,694/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-27
banpt-3495,Institut Agama Islam Negeri Lhokseumawe,Baik Sekali,683/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAN,2026-07-21
banpt-3496,"STAI Syekh Maulana Qori (SMQ) Bangko, Jambi",Tidak Terakreditasi,679/SK/BAN-PT/Ak-TMSP/PT/VII/2021,2021,PTAS,
banpt-3497,STAI Madinatun Najah,Baik,676/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3498,Institut Pesantren Mathaliul Falah Pati Jawa Tengah,Baik,674/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3499,STAI Denpasar Bali,Baik,669/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3500,"STAI DDI Kota Makassar, Sulawesi Selatan",Baik,682/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3501,Akademi Perekam Medis & Informatika Kesehatan Bandung,Baik,668/SK/BAN-PT/Akred/PT/VII/2021,2021,04,2026-07-21
banpt-3502,Universitas Nusantara PGRI Kediri,Baik Sekali,671/SK/BAN-PT/Akred/PT/VII/2021,2021,07,2026-07-21
banpt-3503,STISIPOL Raja Haji,Baik,675/SK/BAN-PT/Akred/PT/VII/2021,2021,17,2026-07-21
banpt-3504,STAI Bahriyatul Ulum KH. Zainul Arifin Pandan,Baik,677/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3505,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,Baik Sekali,670/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-21
banpt-3506,Universitas Pendidikan Muhammadiyah Sorong,B,658/SK/BAN-PT/Ak-PPJ/PT/VII/2021,2021,14,2025-12-20
banpt-3507,STAI Syaichona Moh. Cholil Bangkalan,Baik,654/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3508,STIT Bustanul Arifin,Baik,651/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3509,Sekolah Tinggi Ilmu Tarbiyah Al Hikmah Bumi Agung Way Kanan,Baik,650/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3510,"STAI Syekh H. Abdul Halim Hasan Al-Islahiyah Binjai, Sumatera Utara",Baik,647/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3511,Sekolah Tinggi Teologi Kristus Alfa Omega,Baik,657/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3512,Sekolah Tinggi Ilmu Pertanian Berau,Baik,655/SK/BAN-PT/Akred/PT/VII/2021,2021,11,2026-07-14
banpt-3513,STIKES Putra Abadi Langkat,Baik,656/SK/BAN-PT/Akred/PT/VII/2021,2021,01,2026-07-14
banpt-3514,Sekolah Tinggi Ilmu Kehutanan Pante Kulu,Baik,649/SK/BAN-PT/Akred/PT/VII/2021,2021,13,2026-07-14
banpt-3515,STAI Darul Falah Cililin Cihampelas Bandung Barat,Baik,644/SK/BAN-PT/Ak-PKP/PT/VII/2021,2021,PTAS,2026-07-14
banpt-3516,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya,Baik,628/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13
banpt-3517,STAI Siliwangi Garut,Baik,634/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13
banpt-3518,Akademi Kebidanan Assyifa Tangerang,Baik,631/SK/BAN-PT/Akred/PT/VII/2021,2021,04,2026-07-13
banpt-3519,Sekolah Tinggi Ilmu Tarbiyah Ibnu Khaldun,Baik,637/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13
banpt-3520,IAIN Ambon,Baik Sekali,624/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAN,2026-07-13
banpt-3521,STAI Imam Syafi`i Cianjur,Baik,632/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13
banpt-3522,Institut Agama Islam Banten,Baik,633/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-13
banpt-3523,STKIP Budidaya,Baik,625/SK/BAN-PT/Akred/PT/VII/2021,2021,01,2026-07-13
banpt-3524,Universitas Bale Bandung,Baik Sekali,626/SK/BAN-PT/Akred/PT/VII/2021,2021,04,2026-07-13
banpt-3525,AMIK PGRI Kebumen,Baik,630/SK/BAN-PT/Akred/PT/VII/2021,2021,06,2026-07-13
banpt-3526,STIKES Bumi Persada Lhokseumawe,Baik,629/SK/BAN-PT/Akred/PT/VII/2021,2021,13,2026-07-13
banpt-3527,Sekolah Tinggi Kulliyatul Qur'an Al-Hikam Depok,Baik,619/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-07
banpt-3528,STAI Al-Khairaat Halmahera Selatan,Baik,616/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06
banpt-3529,STAI Siliwangi Bandung,Baik,612/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06
banpt-3530,Institut Sains Dan Teknologi Al-Kamal,Baik,614/SK/BAN-PT/Akred/PT/VII/2021,2021,03,2026-07-06
banpt-3531,Sekolah Tinggi Teologi Injili Indonesia Yogyakarta,Baik,615/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06
banpt-3532,STAI At-Tanwir Bojonegoro,Baik,617/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06
banpt-3533,STAI An Najah Indonesia Mandiri Sidoarjo,Baik,610/SK/BAN-PT/Akred/PT/VII/2021,2021,PTAS,2026-07-06
banpt-3534,Sekolah Tinggi Ilmu Kesehatan Nusantara,B,608/SK/BAN-PT/Ak-PPJ/PT/VII/2021,2021,15,2026-07-02
banpt-3535,Universitas Prisma,Tidak Terakreditasi,602/SK/BAN-PT/Ak-TMSP/PT/VI/2021,2021,16,
banpt-3536,Institut Transportasi  dan Logistik Trisakti,Baik Sekali,521/SK/BAN-PT/AK-ISK/PT/VI/2021,2021,03,2026-05-21
banpt-3537,Politeknik Pembangunan Pertanian Yogyakarta - Magelang,Baik Sekali,522/SK/BAN-PT/AK-ISK/PT/VI/2021,2021,PTKL,2026-05-21
banpt-3538,Universitas Muhammadiyah Metro,Baik Sekali,306/SK/BAN-PT/AK-ISK/PT/IV/2021,2021,02,2025-12-20
banpt-3539,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,Baik,603/SK/BAN-PT/Akred/PT/VI/2021,2021,01,2026-06-29
banpt-3540,STKIP Al-Washliyah,Baik,597/SK/BAN-PT/Akred/PT/VI/2021,2021,13,2026-06-29
banpt-3541,Politeknik Pertanian dan Peternakan Mapena,Baik,600/SK/BAN-PT/Akred/PT/VI/2021,2021,07,2026-06-29
banpt-3542,Universitas Serambi Mekkah,Baik,593/SK/BAN-PT/Akred/PT/VI/2021,2021,13,2026-06-29
banpt-3543,Institut Teknologi dan Bisnis Bank Rakyat Indonesia,Baik,598/SK/BAN-PT/Akred/PT/VI/2021,2021,03,2026-06-29
banpt-3544,"STAI Darul Arafah (STAIDA) Lau Bakeri Deli Serdang, Sumatera Utara",Baik,599/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-29
banpt-3545,Institut Agama Islam Negeri Batusangkar,Baik Sekali,591/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAN,2026-06-29
banpt-3546,STAI Taruna Surabaya,Baik,595/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-29
banpt-3547,Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,Baik Sekali,592/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-29
banpt-3548,Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar,Baik,596/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-29
banpt-3549,Sekolah Tinggi Ilmu Kesehatan Banten,Baik,585/SK/BAN-PT/Akred/PT/VI/2021,2021,04,2026-06-23
banpt-3550,Institut Agama Islam Qomarul Huda Bagu Lombok Tengah NTB,Baik,586/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-23
banpt-3551,Universitas Sains dan Teknologi Komputer,Baik,552/SK/BAN-PT/Ak-PNB/PT/VI/2021,2021,06,2025-12-02
banpt-3552,Politeknik Pajajaran Insan Cinta Bangsa Bandung,Baik,569/SK/BAN-PT/Akred/PT/VI/2021,2021,04,2026-06-22
banpt-3553,"STAI DDI Sidrap, Sulawesi Selatan",Baik,576/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3554,STAI Nahdlatul Ulama (STAINU) Pacitan,Baik,574/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3555,Sekolah Tinggi Teologi Aletheia,Baik,573/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3556,STAI Diniyah Pekanbaru,Baik,577/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3557,STEI Iqra Annisa Pekanbaru,Baik,563/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3558,STAI Nahdlatul Ulama Purworejo,Baik,575/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-22
banpt-3559,Sekolah Tinggi Ilmu Kesehatan YPIB,Baik,581/SK/BAN-PT/Akred/PT/VI/2021,2021,04,2026-06-22
banpt-3560,Institut Teknologi dan Bisnis Ahmad Dahlan,B,556/SK/BAN-PT/Ak-PPJ/PT/VI/2021,2021,03,2026-06-18
banpt-3561,Universitas Kristen Indonesia Paulus,B,558/SK/BAN-PT/Ak-PPJ/PT/VI/2021,2021,09,2026-06-18
banpt-3562,IKIP Budi Utomo,B,555/SK/BAN-PT/Ak-PPJ/PT/VI/2021,2021,07,2026-06-18
banpt-3563,Universitas Kristen Indonesia Maluku,B,559/SK/BAN-PT/Ak-PPJ/PT/VI/2021,2021,12,2026-06-18
banpt-3564,Institut Agama Islam As'adiyah Sengkang,Baik,546/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-16
banpt-3565,Institut Agama Islam (IAI) Al-Aziziyah Samalanga Biereun Aceh,Baik,547/SK/BAN-PT/Akred/PT/VI/2021,2021,PTAS,2026-06-16
