institution_name,prodi_name,jenjang,akreditasi_prodi,status_pencocokan
SEKOLAH TINGGI ILMU EKONOMI EKA PRASETYA,AKUNTANSI,S1,B,BERHASIL
STAI AL-FITHRAH SURABAYA,ILMU AL-QUR'AN DAN TAFSIR,S1,B,BERHASIL
STKIP NIAS SELATAN,PENDIDIKAN BAHASA INGGRIS,S1,B,GAGAL COCOK
UNIVERSITAS MADAKO TOLI-TOLI,ILMU PEMERINTAHAN,S1,B,GAGAL COCOK
UNIVERSITAS MADAKO TOLI-TOLI,MANAJEMEN,S1,B,GAGAL COCOK
STMIK JABAR,SISTEM INFORMASI,S1,B,BERHASIL
UNIVERSITAS KRISTEN INDONESIA TORAJA,TEOLOGI,S1,B,BERHASIL
UNIVERSITAS TJUT NYAK DHIEN,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS PANDANARAN,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS PANCA BHAKTI,ILMU HUKUM,S1,A,BERHASIL
UNIVERSITAS MALIKUSSALEH,PENDIDIKAN KIMIA,S1,B,BERHASIL
UNIVERSITAS KATOLIK SOEGIJAPRANATA,PERPAJAKAN,D-III,A,BERHASIL
POLITEKNIK NEGERI JEMBER,TEKNIK PRODUKSI BENIH,D-IV,B,GAGAL COCOK
STMIK TIME,SISTEM INFORMASI,S1,B,BERHASIL
UNIVERSITAS SINGAPERBANGSA KARAWANG,MANAJEMEN PENDIDIKAN ISLAM,S1,B,BERHASIL
UNIVERSITAS PROF DR HAZAIRIN SH,HUKUM,S1,B,BERHASIL
UNIVERSITAS NEGERI PADANG,BIMBINGAN DAN KONSELING,S3,B,BERHASIL
UNIVERSITAS KATOLIK SANTO THOMAS,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BERHASIL
POLITEKNIK NEGERI MEDIA KREATIF,DESAIN GRAFIS,D-III,B,BERHASIL
UNIVERSITAS IVET,TEKNIK BANGUNAN KAPAL,D-III,B,BERHASIL
STIE BUMI PERSADA LHOKSEUMAWE,MANAJEMEN,S1,B,BERHASIL
STKIP NIAS SELATAN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,GAGAL COCOK
UNIVERSITAS TADULAKO,AKUNTANSI,D-III,B,BERHASIL
UNIVERSITAS INTERNASIONAL BATAM,PARIWISATA,S1,B,BERHASIL
"STAI NAHDLATUL ULAMA, TEMANGGUNG, JAWA TENGAH",MANAJEMEN PENDIDIKAN ISLAM,S1,B,BERHASIL
UNIVERSITAS MEGAREZKY,PENDIDIKAN SOSIOLOGI,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,SASTRA INGGRIS,S1,B,BERHASIL
UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,PENDIDIKAN  BAHASA INGGRIS,S1,BAIK,BERHASIL
UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAWA TIMUR,ILMU LINGKUNGAN,S2,BAIK,BERHASIL
UNIVERSITAS WINAYA MUKTI,ARSITEKTUR,S1,BAIK,BERHASIL
UNIVERSITAS SERANG RAYA,ILMU HUKUM,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH LUWUK BANGGAI,BUDIDAYA PERAIRAN,S1,B,BERHASIL
SEKOLAH TINGGI ILMU HUKUM SOELTHAN M TSJAFIOEDDIN,ILMU HUKUM,S1,B,BERHASIL
UNIVERSITAS HKBP NOMMENSEN,SASTRA INGGRIS,S1,B,BERHASIL
UNIVERSITAS NEGERI SURABAYA,AKUNTANSI,D-III,B,BERHASIL
STAI DINIYAH PEKANBARU,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
STKIP PGRI JOMBANG,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,GAGAL COCOK
POLITEKNIK MANUFAKTUR CEPER,PENGECORAN,D-III,B,BERHASIL
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI HASIL PERIKANAN,S1,B,BERHASIL
UNIVERSITAS KRISTEN IMMANUEL,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
UNIVERSITAS KHAIRUN,AGROTEKNOLOGI,S1,B,BERHASIL
UNIVERSITAS PATTIMURA,PENDIDIKAN SEJARAH,S1,B,BERHASIL
UNIVERSITAS TADULAKO,TEKNIK MESIN,D-III,B,BERHASIL
UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,PERBANDINGAN MAZHAB,S1,A,GAGAL COCOK
UNIVERSITAS MERCU BUANA YOGYAKARTA,PSIKOLOGI,S2,B,BERHASIL
SEKOLAH TINGGI ILMU TARBIYAH AL-FATTAH SIMAN,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN GEOGRAFI,S1,A,BERHASIL
UNIVERSITAS NEGERI JAKARTA,TEKNIK ELEKTRONIKA,D-III,B,BERHASIL
UNIVERSITAS NEGERI JAKARTA,TEKNIK SIPIL,D-III,B,BERHASIL
UNIVERSITAS NEGERI MALANG,PSIKOLOGI,S1,B,BERHASIL
SEKOLAH TINGGI ILMU TARBIYAH KABUPATEN TEBO,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
SEKOLAH TINGGI AGAMA ISLAM YOGYAKARTA,PENDIDIKAN BAHASA ARAB,S1,B,GAGAL COCOK
INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,GAGAL COCOK
UNIVERSITAS ISLAM NEGERI AR-RANIRY BANDA ACEH,ILMU PERPUSTAKAAN,S1,B,BERHASIL
INSTITUT AGAMA ISLAM NEGERI SALATIGA,PENDIDIKAN AGAMA ISLAM,S1,A,GAGAL COCOK
UNIVERSITAS GALUH CIAMIS,TEKNIK INDUSTRI,S1,B,GAGAL COCOK
UNIVERSITAS ESA UNGGUL,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BERHASIL
INSTITUT AGAMA ISLAM AL-AZIZIYAH SAMALANGA BIEREUEN ACEH,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
UNIVERSITAS ISLAM NEGERI ANTASARI BANJARMASIN,PERBANKAN SYARIAH,D-III,B,BERHASIL
INSTITUT AGAMA ISLAM MA&#039;ARIF METRO LAMPUNG,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH TANJUNG REDEB,EKONOMI PEMBANGUNAN,S1,B,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH TANJUNG REDEB,AKUNTANSI,S1,B,GAGAL COCOK
INSTITUT HINDU DHARMA NEGERI DENPASAR,PENDIDIKAN AGAMA HINDU,S1,B,GAGAL COCOK
SEKOLAH TINGGI AGAMA ISLAM AL-GAZALI SOPPENG,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,GAGAL COCOK
POLITEKNIK NEGERI BATAM,TEKNIK ELEKTRONIKA,D-III,B,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH KUNINGAN,PENDIDIKAN BAHASA DAN SASTRA DAERAH,S1,B,GAGAL COCOK
UNIVERSITAS PRASETIYA MULYA,MANAJEMEN,S1,A,BERHASIL
UNIVERSITAS SILIWANGI,ILMU POLITIK,S1,B,BERHASIL
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER WIDYA PRATAMA,SISTEM INFORMASI,S1,B,GAGAL COCOK
AKADEMI TEKNOLOGI ADI UNGGUL BHIRAWA SURAKARTA,TEKNIK ELEKTRONIKA,D-III,B,GAGAL COCOK
UNIVERSITAS ISLAM LAMONGAN,MANAJEMEN SUMBER DAYA PERAIRAN,S1,B,BERHASIL
UNIVERSITAS MOCHAMMAD SROEDJI,ILMU ADMINISTRASI NEGARA,S1,B,BERHASIL
UNIVERSITAS KRISTEN DUTA WACANA,DESAIN PRODUK,S1,B,BERHASIL
INSTITUT PERTANIAN STIPER,TEKNIK PERTANIAN,S1,B,BERHASIL
UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,PSIKOLOGI,S2,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH JAKARTA,PENDIDIKAN MATEMATIKA,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH JAKARTA,KOMUNIKASI PENYIARAN ISLAM,S1,B,BERHASIL
UNIVERSITAS WIDYA GAMA,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS BUNG HATTA,SASTRA INDONESIA,S1,B,BERHASIL
POLITEKNIK MANDIRI BINA PRESTASI,AKUNTANSI,D-III,B,BERHASIL
POLITEKNIK MANDIRI BINA PRESTASI,ADMINISTRASI BISNIS,D-III,B,BERHASIL
POLITEKNIK NEGERI LHOKSEUMAWE,AKUNTANSI,D-III,B,BERHASIL
POLITEKNIK NEGERI LHOKSEUMAWE,ADMINISTRASI BISNIS,D-III,B,BERHASIL
UNIVERSITAS NEGERI PADANG,PSIKOLOGI,S1,B,BERHASIL
UNIVERSITAS NEGERI PADANG,PENDIDIKAN LUAR SEKOLAH,S1,A,BERHASIL
UNIVERSITAS MUHAMMADIYAH KENDARI,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS WIDYA GAMA,AGROTEKNOLOGI,S1,B,BERHASIL
INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI BOJONEGORO,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,GAGAL COCOK
STKIP PGRI BANDAR LAMPUNG,PENDIDIKAN MATEMATIKA,S1,B,BERHASIL
UNIVERSITAS ABULYATAMA,AGRIBISNIS,S1,B,BERHASIL
POLITEKNIK NEGERI LHOKSEUMAWE,PERBANKAN DAN KEUANGAN,D-III,B,BERHASIL
UNIVERSITAS BORNEO TARAKAN,AKUAKULTUR,S1,B,BERHASIL
UNIVERSITAS MA CHUNG,AKUNTANSI,S1,B,BERHASIL
STKIP PGRI BANGKALAN,PENDIDIKAN MATEMATIKA,S1,B,BERHASIL
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN GEOGRAFI,S1,A,BERHASIL
UNIVERSITAS MAJALENGKA,PENDIDIKAN BIOLOGI,S1,B,BERHASIL
UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,SASTRA INGGRIS,S1,A,BERHASIL
UNIVERSITAS PALANGKA RAYA,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,S1,B,BERHASIL
INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KIMIA,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,AKUNTANSI,S1,B,BERHASIL
IAIN SALATIGA,MANAJEMEN BISNIS SYARIAH,S1,B,GAGAL COCOK
INSTITUT KESENIAN JAKARTA - LPKJ,SENI MUSIK,S1,B,BERHASIL
UNIVERSITAS ISLAM SYEKH YUSUF,ILMU HUKUM,S2,B,GAGAL COCOK
INSTITUT SENI INDONESIA PADANG PANJANG,SENI TARI,S1,A,BERHASIL
INSTITUT SENI INDONESIA PADANG PANJANG,SENI KARAWITAN,S1,A,BERHASIL
STKIP ROKANIA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BERHASIL
UNIVERSITAS TELKOM,MANAJEMEN PEMASARAN,D-III,B,BERHASIL
INSTITUT AGAMA ISLAM AS&#039;ADIYAH SENGKANG,PENDIDIKAN AGAMA ISLAM,S2,B,GAGAL COCOK
UNIVERSITAS WIDYATAMA,MANAJEMEN,D-III,A,BERHASIL
UNIVERSITAS ISLAM MAKASSAR,PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BERHASIL
UNIVERSITAS SURYAKANCANA,AGROTEKNOLOGI,S1,B,BERHASIL
UNIVERSITAS JENDERAL SOEDIRMAN,BAHASA MANDARIN,D-III,A,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN BAHASA PERANCIS,S1,B,BERHASIL
POLITEKNIK NEGERI JEMBER,TEKNOLOGI INDUSTRI PANGAN,D-III,A,GAGAL COCOK
STKIP BINA INSAN MANDIRI,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BERHASIL
UNIVERSITAS NEGERI JAKARTA,ILMU PENDIDIKAN BAHASA,S3,A,BERHASIL
STKIP KUSUMANEGARA,PENDIDIKAN OLAH RAGA,S1,B,BERHASIL
INSTITUT TEKNOLOGI NASIONAL BANDUNG,DESAIN PRODUK,S1,A,BERHASIL
UNIVERSITAS ASAHAN,TEKNIK INFORMATIKA,S1,B,BERHASIL
UNIVERSITAS CENDERAWASIH,ILMU MANAJEMEN,S3,B,BERHASIL
UNIVERSITAS BENGKULU,LABORATORIUM SAINS,D-III,B,BERHASIL
UNIVERSITAS PAPUA,KEHUTANAN,S2,B,BERHASIL
UNIVERSITAS ALWASHLIYAH,ILMU HUKUM,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI HIDAYATULLAH DEPOK,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,ARKEOLOGI,S1,A,BERHASIL
UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,STATISTIKA,S1,BAIK,BERHASIL
POLITEKNIK DARUSSALAM,AKUNTANSI,D-III,BAIK,GAGAL COCOK
UNIVERSITAS WIJAYA KUSUMA SURABAYA,AGRIBISNIS,S2,BAIK SEKALI,BERHASIL
STKIP BIMA,PENDIDIKAN KIMIA,S1,BAIK,BERHASIL
UNIVERSITAS GAJAH PUTIH,AGRIBISNIS,S1,BAIK,BERHASIL
UNIVERSITAS HKBP NOMMENSEN PEMATANGSIANTAR,PENDIDIKAN KIMIA,S1,BAIK,BERHASIL
UNIVERSITAS ESA UNGGUL,TEKNIK INDUSTRI,S1,BAIK SEKALI,BERHASIL
INSTITUT SAINS DAN TEKNOLOGI ANNUQAYAH,BIOLOGI,S1,BAIK,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN MEDAN,PENYULUHAN PERTANIAN BERKELANJUTAN,D-IV,BAIK,BERHASIL
UNIVERSITAS SINGAPERBANGSA KARAWANG,ILMU HUKUM,S1,B,BERHASIL
INSTITUT AGAMA KRISTEN NEGERI AMBON,MUSIK GEREJA,S1,B,BERHASIL
UNIVERSITAS INDO GLOBAL MANDIRI,AKUNTANSI,S1,B,BERHASIL
UNIVERSITAS PEMBINAAN MASYARAKAT INDONESIA,MANAJEMEN,S1,B,BERHASIL
UNIVERSITAS LANCANG KUNING,SASTRA DAERAH,S1,B,BERHASIL
UNIVERSITAS KRISTEN DUTA WACANA,ILMU TEOLOGI,S2,A,BERHASIL
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AKAKOM YOGYAKARTA,MANAJEMEN INFORMATIKA,D-III,B,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI PERTIWI,MANAJEMEN,S1,B,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI YPPI,AKUNTANSI,S1,B,GAGAL COCOK
UNIVERSITAS BANDAR LAMPUNG,TEKNIK INFORMATIKA,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH KUPANG,MANAJEMEN,S1,B,BERHASIL
STIT MIFTAHUL ULUM BANGKALAN,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
SEKOLAH TINGGI ILMU TARBIYAH AL- KIFAYAH RIAU,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI DHARMA PUTRA SEMARANG,MANAJEMEN,S1,B,BERHASIL
STAI AHSANTA JAMBI,MANAJEMEN PENDIDIKAN ISLAM,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,HUKUM,S2,B,BERHASIL
STIA &AMP; PEMERINTAHAN ANNISA DWI SALFARIZI,ILMU ADMINISTRASI NEGARA,S1,BAIK,GAGAL COCOK
UNIVERSITAS DOKTOR NUGROHO MAGETAN,TEKNIK INDUSTRI,S1,TIDAK TERAKREDITASI,BERHASIL
STAI HAJI AGUS SALIM CIKARANG BEKASI,HUKUM EKONOMI SYARIAH,S1,B,GAGAL COCOK
STKIP NIAS SELATAN,PENDIDIKAN MATEMATIKA,S1,B,GAGAL COCOK
UNIVERSITAS PRAMITA INDONESIA,ILMU KOMUNIKASI,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI LMII,AKUNTANSI,D-III,B,BERHASIL
IAIN TULUNGAGUNG,PENDIDIKAN GURU MADRASAH IBTIDAIYYAH,S2,B,GAGAL COCOK
UNIVERSITAS PASIR PENGARAIAN,ILMU HUKUM,S1,B,BERHASIL
STAI AL-AMIN GERSIK KEDIRI LOMBOK BARAT,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS MADAKO TOLI-TOLI,EKONOMI PEMBANGUNAN,S1,B,GAGAL COCOK
INSTITUT PESANTREN KH. ABDUL CHALIM PACET MOJOKERTO,ILMU AL-QUR'AN DAN TAFSIR,S1,B,BERHASIL
INSTITUT AGAMA ISLAM AL-KHOZINY,HUKUM KELUARGA,S1,B,BERHASIL
UNIVERSITAS SAM RATULANGI,ARSITEKTUR,S2,B,BERHASIL
STAI DIPONEGORO TULUNGAGUNG,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,ILMU HUKUM,S1,A,BERHASIL
INSTITUT SENI INDONESIA SURAKARTA,FOTOGRAFI,S1,B,BERHASIL
INSTITUT AGAMA ISLAM BUNGA BANGSA CIREBON,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,GAGAL COCOK
INSTITUT MANAJEMEN KOPERASI INDONESIA,MANAJEMEN,S2,B,GAGAL COCOK
"STAI MUHAMMADIYAH BLORA, JAWA TENGAH",PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS MUSLIM INDONESIA,HUKUM EKONOMI SYARIAH,S1,B,BERHASIL
INSTITUT ILMU AL QUR&#039;AN AN-NUR YOGYAKARTA,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,GAGAL COCOK
STAI AL-FALAH AS-SUNNIYAH KENCONG JEMBER,PENDIDIKAN BAHASA ARAB,S1,C,GAGAL COCOK
STAI PTIQ KOTA BANDA ACEH,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS ISLAM KUANTAN SINGINGI,ADMINISTRASI NEGARA,S1,B,BERHASIL
UNIVERSITAS PATTIMURA,MANAJEMEN HUTAN,S2,B,BERHASIL
UNIVERSITAS PRESIDEN,ILMU KOMUNIKASI,S1,B,BERHASIL
UNIVERSITAS DHYANA PURA,SASTRA INGGRIS,S1,B,BERHASIL
UNIVERSITAS SAMUDRA,PENDIDIKAN OLAHRAGA,S1,B,BERHASIL
UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI,ILMU HUKUM,S2,B,BERHASIL
UNIVERSITAS GRAHA NUSANTARA,AGRIBISNIS,S1,BAIK,BERHASIL
STKIP AL AMIN DOMPU,PENDIDIKAN MATEMATIKA,S1,BAIK,BERHASIL
POLITEKNIK PEMBANGUNAN PERTANIAN MEDAN,PENYULUHAN PERKEBUNAN PRESISI,D-IV,BAIK SEKALI,BERHASIL
POLITEKNIK POS INDONESIA,TEKNIK INFORMATIKA,D-III,B,GAGAL COCOK
UNIVERSITAS KRISNADWIPAYANA,ADMINISTRASI PUBLIK,S1,B,BERHASIL
UNIVERSITAS KUNINGAN,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH GRESIK,MANAJEMEN,S1,B,BERHASIL
STKIP MUHAMMADIYAH BONE,PENDIDIKAN BAHASA INGGRIS,S1,B,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH ACEH,TADRIS BAHASA INGGRIS,S1,B,BERHASIL
UNIVERSITAS SISINGAMANGARAJA XII TAPANULI UTARA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH PALU,ILMU ADMINISTRASI NEGARA,S1,B,BERHASIL
POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,BUDIDAYA TANAMAN PANGAN,D-III,B,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN MATEMATIKA,S1,A,BERHASIL
UNIVERSITAS MUHAMMADIYAH BUTON,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
UNIVERSITAS WIJAYA PUTRA,MANAJEMEN,S1,B,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN WIDYA YUWANA,ILMU PENDIDIKAN TEOLOGI,S1,B,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH KUPANG,ANTROPOLOGI SOSIAL,S1,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH KUPANG,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,B,BERHASIL
SEKOLAH TINGGI FILSAFAT FAJAR TIMUR JAYAPURA,ILMU TEOLOGI,S1,B,GAGAL COCOK
UNIVERSITAS MERDEKA MALANG,PSIKOLOGI,S1,B,BERHASIL
UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH,TADRIS KIMIA,S1,B,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NURUL HUDA,PENDIDIKAN EKONOMI,S1,B,GAGAL COCOK
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NURUL HUDA,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
INSTITUT PTIQ JAKARTA,PENDIDIKAN AGAMA ISLAM,S1,A,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM DARUSSALAM LAMPUNG,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
UNIVERSITAS ISLAM NAHDLATUL ULAMA JEPARA,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BERHASIL
INSTITUT SENI INDONESIA PADANG PANJANG,SENI MURNI,S1,B,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM NAZHATUT THULLAB SAMPANG,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
SEKOLAH TINGGI AGAMA ISLAM YOGYAKARTA,AHWAL AL-SYAKHSHIYAH,S1,B,GAGAL COCOK
POLITEKNIK NEGERI BENGKALIS,BAHASA INGGRIS,D-III,B,BERHASIL
AKADEMI PARIWISATA JAKARTA,PERHOTELAN,D-III,B,BERHASIL
UNIVERSITAS MUHAMMADIYAH TANGERANG,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM LUQMAN AL-HAKIM SURABAYA,MANAJEMEN PENDIDIKAN ISLAM,S1,B,GAGAL COCOK
UNIVERSITAS KRISTEN SATYA WACANA,DESTINASI PARIWISATA,D-IV,B,BERHASIL
UNIVERSITAS TUNAS PEMBANGUNAN,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,B,GAGAL COCOK
UNIVERSITAS VETERAN BANGUN NUSANTARA,BIMBINGAN DAN KONSELING,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI SWASTA MANDIRI,AKUNTANSI,S1,B,BERHASIL
UNIVERSITAS ISLAM MAJAPAHIT,PENDIDIKAN AGAMA ISLAM,S1,B,GAGAL COCOK
SEKOLAH TINGGI ILMU EKONOMI LA TANSA MASHIRO,MANAJEMEN,S1,B,BERHASIL
SEKOLAH TINGGI BAHASA ASING LIA YOGYAKARTA,SASTRA INGGRIS,S1,B,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI SBI,AKUNTANSI,S1,B,BERHASIL
UNIVERSITAS BUDI LUHUR,AKUNTANSI,S1,B,BERHASIL
UNIVERSITAS JAKARTA,ILMU ADMINISTRASI NIAGA,S1,B,BERHASIL
UNIVERSITAS PGRI WIRANEGARA,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
UNIVERSITAS BHINNEKA PGRI,PENDIDIKAN TEKNOLOGI INFORMASI,S1,B,BERHASIL
"STAI SAMORA PEMATANG SIANTAR, SUMATERA UTARA",HUKUM KELUARGA,S1,B,BERHASIL
UNIVERSITAS INSAN CENDEKIA MANDIRI,PERTAMANAN,S1,B,BERHASIL
STAI AT-TAQWA BONDOWOSO JAWA TIMUR,MANAJEMEN PENDIDIKAN ISLAM,S1,B,BERHASIL
UNIVERSITAS MUSLIM INDONESIA,PENDIDIKAN AGAMA ISLAM,S1,A,BERHASIL
UNIVERSITAS INSAN CENDEKIA MANDIRI,AKUNTANSI,S1,B,BERHASIL
INSTITUT PENDIDIKAN TAPANULI SELATAN,PENDIDIKAN BIOLOGI,S1,B,BERHASIL
UNIVERSITAS GUNUNG RINJANI,PENDIDIKAN BAHASA INGGRIS,S1,B,BERHASIL
INSTITUT PERTANIAN BOGOR,ILMU MANAJEMEN,S2,A,BERHASIL
UNIVERSITAS SAMPOERNA,PENDIDIKAN MATEMATIKA,S1,BAIK,BERHASIL
INSTITUT HINDU DHARMA NEGERI DENPASAR,TEOLOGI HINDU,S1,BAIK,GAGAL COCOK
UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,KEHUTANAN,S1,B,BERHASIL
UNIVERSITAS NUSA BANGSA,AGRIBISNIS,S1,B,BERHASIL
INSTITUT TEKNOLOGI BANDUNG,PENGAJARAN FISIKA,S2,A,BERHASIL
UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,PENDIDIKAN MATEMATIKA,S1,B,BERHASIL
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SUBANG,PENDIDIKAN MATEMATIKA,S1,C,GAGAL COCOK
STAI DARUSSALAM LAMPUNG,AHWAL AL-SYAKHSHIYYAH,S1,B,BERHASIL
STAI TASIKMALAYA,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
STKIP NIAS SELATAN,PENDIDIKAN BIOLOGI,S1,B,GAGAL COCOK
IAIN BUKITTINGGI,HUKUM EKONOMI SYARIAH,S1,A,BERHASIL
"INSTITUT ILMU AL-QUR`AN JAKARTA, JAKARTA SELATAN",HUKUM EKONOMI SYARIAH,S2,B,BERHASIL
STAI KI AGENG PEKALONGAN,MANAJEMEN PENDIDIKAN ISLAM,S1,B,BERHASIL
UNIVERSITAS SAINS DAN TEKNOLOGI JAYAPURA,PERENCANAAN WILAYAH DAN KOTA,S1,B,BERHASIL
POLITEKNIK KOTA MALANG,TEKNIK TELEKOMUNIKASI,D-III,B,BERHASIL
STKIP AISYIYAH RIAU,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BERHASIL
UNIVERSITAS PRESIDEN,AKUNTANSI,S1,A,BERHASIL
UNIVERSITAS BATANGHARI JAMBI,MANAJEMEN,S2,B,BERHASIL
UNIVERSITAS JEMBER,TEKNOLOGI INDUSTRI PERTANIAN,S1,B,BERHASIL
UNIVERSITAS WAHID HASYIM,PENDIDIKAN AGAMA ISLAM,S3,B,BERHASIL
INSTITUT AGAMA ISLAM ULUWIYAH MOJOKERTO,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BERHASIL
UNIVERSITAS HALU OLEO,MAGISTER KEGURUAN BAHASA,S2,B,BERHASIL
UNIVERSITAS KRISTEN IMMANUEL,PENDIDIKAN AGAMA KRISTEN,S2,B,BERHASIL
IAIN TULUNGAGUNG,BIMBINGAN KONSELING  ISLAM,S1,B,GAGAL COCOK
